,Pos,Age,Starts,Player,urls,scouting_url,match_logs,position_group
5,DF,26.884931506849316,25,Joachim Andersen,https://fbref.com/en/players/e34fc66d/Joachim-Andersen,https://fbref.com/en/players/e34fc66d/scout/365_m1/Joachim-Andersen-Scouting-Report,https://fbref.com/en/players/e34fc66d/matchlogs/2022-2023/summary/Joachim-Andersen-Match-Logs,Defender
6,"FW,MF",21.350684931506848,24,Michael Olise,https://fbref.com/en/players/c4486bac/Michael-Olise,https://fbref.com/en/players/c4486bac/scout/365_m1/Michael-Olise-Scouting-Report,https://fbref.com/en/players/c4486bac/matchlogs/2022-2023/summary/Michael-Olise-Match-Logs,Attacking Midfielders
7,"FW,MF",31.602739726027398,24,Jordan Ayew,https://fbref.com/en/players/da052c14/Jordan-Ayew,https://fbref.com/en/players/da052c14/scout/365_m1/Jordan-Ayew-Scouting-Report,https://fbref.com/en/players/da052c14/matchlogs/2022-2023/summary/Jordan-Ayew-Match-Logs,Attacking Midfielders
8,"FW,MF",30.438356164383563,24,Wilfried Zaha,https://fbref.com/en/players/b2bc3b1f/Wilfried-Zaha,https://fbref.com/en/players/b2bc3b1f/scout/365_m1/Wilfried-Zaha-Scouting-Report,https://fbref.com/en/players/b2bc3b1f/matchlogs/2022-2023/summary/Wilfried-Zaha-Match-Logs,Attacking Midfielders
9,"MF,FW",24.805479452054794,23,Eberechi Eze,https://fbref.com/en/players/ae4fc6a4/Eberechi-Eze,https://fbref.com/en/players/ae4fc6a4/scout/365_m1/Eberechi-Eze-Scouting-Report,https://fbref.com/en/players/ae4fc6a4/matchlogs/2022-2023/summary/Eberechi-Eze-Match-Logs,Attacking Midfielders
10,DF,32.038356164383565,19,Nathaniel Clyne,https://fbref.com/en/players/0442183b/Nathaniel-Clyne,https://fbref.com/en/players/0442183b/scout/365_m1/Nathaniel-Clyne-Scouting-Report,https://fbref.com/en/players/0442183b/matchlogs/2022-2023/summary/Nathaniel-Clyne-Match-Logs,Defender
11,DF,33.47123287671233,18,Joel Ward,https://fbref.com/en/players/8a7ff278/Joel-Ward,https://fbref.com/en/players/8a7ff278/scout/365_m1/Joel-Ward-Scouting-Report,https://fbref.com/en/players/8a7ff278/matchlogs/2022-2023/summary/Joel-Ward-Match-Logs,Defender
12,FW,25.254794520547946,17,Odsonne Edouard,https://fbref.com/en/players/0562b7f1/Odsonne-Edouard,https://fbref.com/en/players/0562b7f1/scout/365_m1/Odsonne-Edouard-Scouting-Report,https://fbref.com/en/players/0562b7f1/matchlogs/2022-2023/summary/Odsonne-Edouard-Match-Logs,Forwards
13,FW,25.80821917808219,6,Jean Philippe Mateta,https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta,https://fbref.com/en/players/50e6dc35/scout/365_m1/Jean-Philippe-Mateta-Scouting-Report,https://fbref.com/en/players/50e6dc35/matchlogs/2022-2023/summary/Jean-Philippe-Mateta-Match-Logs,Forwards
14,MF,23.49041095890411,5,Albert Sambi Lokonga,https://fbref.com/en/players/1b4f1169/Albert-Sambi-Lokonga,https://fbref.com/en/players/1b4f1169/scout/365_m1/Albert-Sambi-Lokonga-Scouting-Report,https://fbref.com/en/players/1b4f1169/matchlogs/2022-2023/summary/Albert-Sambi-Lokonga-Match-Logs,Central Midfielders
15,MF,32.032876712328765,4,Luka Milivojevic,https://fbref.com/en/players/2ce2508a/Luka-Milivojevic,https://fbref.com/en/players/2ce2508a/scout/365_m1/Luka-Milivojevic-Scouting-Report,https://fbref.com/en/players/2ce2508a/matchlogs/2022-2023/summary/Luka-Milivojevic-Match-Logs,Central Midfielders
16,MF,28.005479452054793,3,Will Hughes,https://fbref.com/en/players/a0666d3e/Will-Hughes,https://fbref.com/en/players/a0666d3e/scout/365_m1/Will-Hughes-Scouting-Report,https://fbref.com/en/players/a0666d3e/matchlogs/2022-2023/summary/Will-Hughes-Match-Logs,Central Midfielders
17,DF,23.06027397260274,3,Chris Richards,https://fbref.com/en/players/0a3d6d2b/Chris-Richards,https://fbref.com/en/players/0a3d6d2b/scout/365_m1/Chris-Richards-Scouting-Report,https://fbref.com/en/players/0a3d6d2b/matchlogs/2022-2023/summary/Chris-Richards-Match-Logs,Defender
18,DF,34.057534246575344,3,James Tomkins,https://fbref.com/en/players/e7ca0439/James-Tomkins,https://fbref.com/en/players/e7ca0439/scout/365_m1/James-Tomkins-Scouting-Report,https://fbref.com/en/players/e7ca0439/matchlogs/2022-2023/summary/James-Tomkins-Match-Logs,Defender
19,GK,30.068493150684933,2,Sam Johnstone,https://fbref.com/en/players/9e5708be/Sam-Johnstone,https://fbref.com/en/players/9e5708be/scout/365_m1/Sam-Johnstone-Scouting-Report,https://fbref.com/en/players/9e5708be/matchlogs/2022-2023/summary/Sam-Johnstone-Match-Logs,GK
20,GK,19.134246575342466,2,Joseph Whitworth,https://fbref.com/en/players/3f847d95/Joseph-Whitworth,https://fbref.com/en/players/3f847d95/scout/365_m1/Joseph-Whitworth-Scouting-Report,https://fbref.com/en/players/3f847d95/matchlogs/2022-2023/summary/Joseph-Whitworth-Match-Logs,GK
21,"MF,FW",21.057534246575344,0,Naouirou Ahamada,https://fbref.com/en/players/a6c58494/Naouirou-Ahamada,https://fbref.com/en/players/a6c58494/scout/365_m1/Naouirou-Ahamada-Scouting-Report,https://fbref.com/en/players/a6c58494/matchlogs/2022-2023/summary/Naouirou-Ahamada-Match-Logs,Attacking Midfielders
22,"DF,FW",26.60821917808219,0,Jairo Riedewald,https://fbref.com/en/players/7a1f2c08/Jairo-Riedewald,https://fbref.com/en/players/7a1f2c08/scout/365_m1/Jairo-Riedewald-Scouting-Report,https://fbref.com/en/players/7a1f2c08/matchlogs/2022-2023/summary/Jairo-Riedewald-Match-Logs,Wing-Back
23,"MF,FW",19.621917808219177,0,Malcolm Ebiowei,https://fbref.com/en/players/fa9fa773/Malcolm-Ebiowei,https://fbref.com/en/players/fa9fa773/scout/365_m1/Malcolm-Ebiowei-Scouting-Report,https://fbref.com/en/players/fa9fa773/matchlogs/2022-2023/summary/Malcolm-Ebiowei-Match-Logs,Attacking Midfielders
24,MF,35.53150684931507,0,James McArthur,https://fbref.com/en/players/cee31595/James-McArthur,https://fbref.com/en/players/cee31595/scout/365_m1/James-McArthur-Scouting-Report,https://fbref.com/en/players/cee31595/matchlogs/2022-2023/summary/James-McArthur-Match-Logs,Central Midfielders
25,FW,17.884931506849316,0,David Ozoh,https://fbref.com/en/players/d00d45ab/David-Ozoh,https://fbref.com/en/players/d00d45ab/scout/365_m1/David-Ozoh-Scouting-Report,https://fbref.com/en/players/d00d45ab/matchlogs/2022-2023/summary/David-Ozoh-Match-Logs,Forwards
26,DF,22.58082191780822,0,Kofi Balmer,https://fbref.com/en/players/0284bd0d/Kofi-Balmer,https://fbref.com/en/players/0284bd0d/scout/365_m1/Kofi-Balmer-Scouting-Report,https://fbref.com/en/players/0284bd0d/matchlogs/2022-2023/summary/Kofi-Balmer-Match-Logs,Defender
27,GK,30.10958904109589,0,Jack Butland,https://fbref.com/en/players/cc70a1d5/Jack-Butland,https://fbref.com/en/players/cc70a1d5/scout/365_m1/Jack-Butland-Scouting-Report,https://fbref.com/en/players/cc70a1d5/matchlogs/2022-2023/summary/Jack-Butland-Match-Logs,GK
28,GK,19.39178082191781,0,Owen Goodman,https://fbref.com/en/players/8074e66f/Owen-Goodman,https://fbref.com/en/players/8074e66f/scout/365_m1/Owen-Goodman-Scouting-Report,https://fbref.com/en/players/8074e66f/matchlogs/2022-2023/summary/Owen-Goodman-Match-Logs,GK
29,FW,20.17808219178082,0,John Kymani Gordon,https://fbref.com/en/players/d7e24aa1/John-Kymani-Gordon,https://fbref.com/en/players/d7e24aa1/scout/365_m1/John-Kymani-Gordon-Scouting-Report,https://fbref.com/en/players/d7e24aa1/matchlogs/2022-2023/summary/John-Kymani-Gordon-Match-Logs,Forwards
30,MF,21.054794520547944,0,Killian Phillips,https://fbref.com/en/players/cfa9f361/Killian-Phillips,https://fbref.com/en/players/cfa9f361/scout/365_m1/Killian-Phillips-Scouting-Report,https://fbref.com/en/players/cfa9f361/matchlogs/2022-2023/summary/Killian-Phillips-Match-Logs,Central Midfielders
31,FW,20.454794520547946,0,Luke Plange,https://fbref.com/en/players/2140e999/Luke-Plange,https://fbref.com/en/players/2140e999/scout/365_m1/Luke-Plange-Scouting-Report,https://fbref.com/en/players/2140e999/matchlogs/2022-2023/summary/Luke-Plange-Match-Logs,Forwards
32,MF,18.53150684931507,0,Kaden Rodney,https://fbref.com/en/players/49375cdd/Kaden-Rodney,https://fbref.com/en/players/49375cdd/scout/365_m1/Kaden-Rodney-Scouting-Report,https://fbref.com/en/players/49375cdd/matchlogs/2022-2023/summary/Kaden-Rodney-Match-Logs,Central Midfielders
33,MF,19.164383561643834,0,Jack Wells Morrison,https://fbref.com/en/players/a71ebcc8/Jack-Wells-Morrison,https://fbref.com/en/players/a71ebcc8/scout/365_m1/Jack-Wells-Morrison-Scouting-Report,https://fbref.com/en/players/a71ebcc8/matchlogs/2022-2023/summary/Jack-Wells-Morrison-Match-Logs,Central Midfielders
0,MF,24.26027397260274,30,Declan Rice,https://fbref.com/en/players/1c7012b8/Declan-Rice,https://fbref.com/en/players/1c7012b8/scout/365_m1/Declan-Rice-Scouting-Report,https://fbref.com/en/players/1c7012b8/matchlogs/2022-2023/summary/Declan-Rice-Match-Logs,Central Midfielders
1,"FW,MF",26.328767123287673,30,Jarrod Bowen,https://fbref.com/en/players/79c84d1c/Jarrod-Bowen,https://fbref.com/en/players/79c84d1c/scout/365_m1/Jarrod-Bowen-Scouting-Report,https://fbref.com/en/players/79c84d1c/matchlogs/2022-2023/summary/Jarrod-Bowen-Match-Logs,Attacking Midfielders
2,GK,38.0027397260274,28,Lukasz Fabianski,https://fbref.com/en/players/9328b835/Lukasz-Fabianski,https://fbref.com/en/players/9328b835/scout/365_m1/Lukasz-Fabianski-Scouting-Report,https://fbref.com/en/players/9328b835/matchlogs/2022-2023/summary/Lukasz-Fabianski-Match-Logs,GK
3,MF,28.13972602739726,26,Tomas Soucek,https://fbref.com/en/players/6613c819/Tomas-Soucek,https://fbref.com/en/players/6613c819/scout/365_m1/Tomas-Soucek-Scouting-Report,https://fbref.com/en/players/6613c819/matchlogs/2022-2023/summary/Tomas-Soucek-Match-Logs,Central Midfielders
4,DF,26.575342465753426,22,Thilo Kehrer,https://fbref.com/en/players/51dbeea9/Thilo-Kehrer,https://fbref.com/en/players/51dbeea9/scout/365_m1/Thilo-Kehrer-Scouting-Report,https://fbref.com/en/players/51dbeea9/matchlogs/2022-2023/summary/Thilo-Kehrer-Match-Logs,Defender
5,DF,28.476712328767125,20,Kurt Zouma,https://fbref.com/en/players/ce4246f5/Kurt-Zouma,https://fbref.com/en/players/ce4246f5/scout/365_m1/Kurt-Zouma-Scouting-Report,https://fbref.com/en/players/ce4246f5/matchlogs/2022-2023/summary/Kurt-Zouma-Match-Logs,Defender
6,MF,25.643835616438356,20,Lucas Paqueta,https://fbref.com/en/players/9b6f7fd5/Lucas-Paqueta,https://fbref.com/en/players/9b6f7fd5/scout/365_m1/Lucas-Paqueta-Scouting-Report,https://fbref.com/en/players/9b6f7fd5/matchlogs/2022-2023/summary/Lucas-Paqueta-Match-Logs,Central Midfielders
7,DF,33.342465753424655,19,Aaron Cresswell,https://fbref.com/en/players/4f974391/Aaron-Cresswell,https://fbref.com/en/players/4f974391/scout/365_m1/Aaron-Cresswell-Scouting-Report,https://fbref.com/en/players/4f974391/matchlogs/2022-2023/summary/Aaron-Cresswell-Match-Logs,Defender
8,"FW,MF",27.69041095890411,18,Said Benrahma,https://fbref.com/en/players/5a04fd92/Said-Benrahma,https://fbref.com/en/players/5a04fd92/scout/365_m1/Said-Benrahma-Scouting-Report,https://fbref.com/en/players/5a04fd92/matchlogs/2022-2023/summary/Said-Benrahma-Match-Logs,Attacking Midfielders
9,DF,30.65753424657534,18,Vladimir Coufal,https://fbref.com/en/players/fdf3cb77/Vladimir-Coufal,https://fbref.com/en/players/fdf3cb77/scout/365_m1/Vladimir-Coufal-Scouting-Report,https://fbref.com/en/players/fdf3cb77/matchlogs/2022-2023/summary/Vladimir-Coufal-Match-Logs,Defender
10,FW,33.06027397260274,15,Michail Antonio,https://fbref.com/en/players/ac05f970/Michail-Antonio,https://fbref.com/en/players/ac05f970/scout/365_m1/Michail-Antonio-Scouting-Report,https://fbref.com/en/players/ac05f970/matchlogs/2022-2023/summary/Michail-Antonio-Match-Logs,Forwards
11,"FW,MF",27.153424657534245,12,Pablo Fornals,https://fbref.com/en/players/82927de4/Pablo-Fornals,https://fbref.com/en/players/82927de4/scout/365_m1/Pablo-Fornals-Scouting-Report,https://fbref.com/en/players/82927de4/matchlogs/2022-2023/summary/Pablo-Fornals-Match-Logs,Attacking Midfielders
12,DF,28.70958904109589,12,Emerson Palmieri,https://fbref.com/en/players/e0bc6fdc/Emerson-Palmieri,https://fbref.com/en/players/e0bc6fdc/scout/365_m1/Emerson-Palmieri-Scouting-Report,https://fbref.com/en/players/e0bc6fdc/matchlogs/2022-2023/summary/Emerson-Palmieri-Match-Logs,Defender
13,DF,27.054794520547944,11,Nayef Aguerd,https://fbref.com/en/players/288e1e13/Nayef-Aguerd,https://fbref.com/en/players/288e1e13/scout/365_m1/Nayef-Aguerd-Scouting-Report,https://fbref.com/en/players/288e1e13/matchlogs/2022-2023/summary/Nayef-Aguerd-Match-Logs,Defender
14,FW,24.295890410958904,11,Gianluca Scamacca,https://fbref.com/en/players/8790f988/Gianluca-Scamacca,https://fbref.com/en/players/8790f988/scout/365_m1/Gianluca-Scamacca-Scouting-Report,https://fbref.com/en/players/8790f988/matchlogs/2022-2023/summary/Gianluca-Scamacca-Match-Logs,Forwards
15,DF,34.90684931506849,9,Angelo Ogbonna,https://fbref.com/en/players/74b2cd7e/Angelo-Ogbonna,https://fbref.com/en/players/74b2cd7e/scout/365_m1/Angelo-Ogbonna-Scouting-Report,https://fbref.com/en/players/74b2cd7e/matchlogs/2022-2023/summary/Angelo-Ogbonna-Match-Logs,Defender
16,DF,23.232876712328768,8,Ben Johnson,https://fbref.com/en/players/9319781b/Ben-Johnson,https://fbref.com/en/players/9319781b/scout/365_m1/Ben-Johnson-Scouting-Report,https://fbref.com/en/players/9319781b/matchlogs/2022-2023/summary/Ben-Johnson-Match-Logs,Defender
17,DF,32.95342465753425,8,Craig Dawson,https://fbref.com/en/players/3e9e06cb/Craig-Dawson,https://fbref.com/en/players/3e9e06cb/scout/365_m1/Craig-Dawson-Scouting-Report,https://fbref.com/en/players/3e9e06cb/matchlogs/2022-2023/summary/Craig-Dawson-Match-Logs,Defender
18,FW,30.73972602739726,5,Danny Ings,https://fbref.com/en/players/07802f7f/Danny-Ings,https://fbref.com/en/players/07802f7f/scout/365_m1/Danny-Ings-Scouting-Report,https://fbref.com/en/players/07802f7f/matchlogs/2022-2023/summary/Danny-Ings-Match-Logs,Forwards
19,MF,24.243835616438357,4,Flynn Downes,https://fbref.com/en/players/69fdb896/Flynn-Downes,https://fbref.com/en/players/69fdb896/scout/365_m1/Flynn-Downes-Scouting-Report,https://fbref.com/en/players/69fdb896/matchlogs/2022-2023/summary/Flynn-Downes-Match-Logs,Central Midfielders
20,GK,30.13972602739726,2,Alphonse Areola,https://fbref.com/en/players/2f965a72/Alphonse-Areola,https://fbref.com/en/players/2f965a72/scout/365_m1/Alphonse-Areola-Scouting-Report,https://fbref.com/en/players/2f965a72/matchlogs/2022-2023/summary/Alphonse-Areola-Match-Logs,GK
21,"MF,FW",30.172602739726027,1,Manuel Lanzini,https://fbref.com/en/players/26f6dca8/Manuel-Lanzini,https://fbref.com/en/players/26f6dca8/scout/365_m1/Manuel-Lanzini-Scouting-Report,https://fbref.com/en/players/26f6dca8/matchlogs/2022-2023/summary/Manuel-Lanzini-Match-Logs,Attacking Midfielders
22,FW,26.55890410958904,1,Maxwel Cornet,https://fbref.com/en/players/beb391dd/Maxwel-Cornet,https://fbref.com/en/players/beb391dd/scout/365_m1/Maxwel-Cornet-Scouting-Report,https://fbref.com/en/players/beb391dd/matchlogs/2022-2023/summary/Maxwel-Cornet-Match-Logs,Forwards
23,FW,18.482191780821918,0,Divin Mubama,https://fbref.com/en/players/92868cb5/Divin-Mubama,https://fbref.com/en/players/92868cb5/scout/365_m1/Divin-Mubama-Scouting-Report,https://fbref.com/en/players/92868cb5/matchlogs/2022-2023/summary/Divin-Mubama-Match-Logs,Forwards
24,"MF,FW",23.068493150684933,0,Conor Coventry,https://fbref.com/en/players/a5ca9127/Conor-Coventry,https://fbref.com/en/players/a5ca9127/scout/365_m1/Conor-Coventry-Scouting-Report,https://fbref.com/en/players/a5ca9127/matchlogs/2022-2023/summary/Conor-Coventry-Match-Logs,Attacking Midfielders
25,GK,22.863013698630137,0,Joseph Anang,https://fbref.com/en/players/21a866b7/Joseph-Anang,https://fbref.com/en/players/21a866b7/scout/365_m1/Joseph-Anang-Scouting-Report,https://fbref.com/en/players/21a866b7/matchlogs/2022-2023/summary/Joseph-Anang-Match-Logs,GK
26,DF,21.427397260273974,0,Harrison Ashby,https://fbref.com/en/players/b391383a/Harrison-Ashby,https://fbref.com/en/players/b391383a/scout/365_m1/Harrison-Ashby-Scouting-Report,https://fbref.com/en/players/b391383a/matchlogs/2022-2023/summary/Harrison-Ashby-Match-Logs,Defender
27,DF,18.473972602739725,0,Kaelan Casey,https://fbref.com/en/players/cd4b2c5f/Kaelan-Casey,https://fbref.com/en/players/cd4b2c5f/scout/365_m1/Kaelan-Casey-Scouting-Report,https://fbref.com/en/players/cd4b2c5f/matchlogs/2022-2023/summary/Kaelan-Casey-Match-Logs,Defender
28,GK,20.567123287671233,0,Krisztian Hegyi,https://fbref.com/en/players/2411c7f7/Krisztian-Hegyi,https://fbref.com/en/players/2411c7f7/scout/365_m1/Krisztian-Hegyi-Scouting-Report,https://fbref.com/en/players/2411c7f7/matchlogs/2022-2023/summary/Krisztian-Hegyi-Match-Logs,GK
29,MF,21.13150684931507,0,Armstrong Okoflex,https://fbref.com/en/players/ab77d10d/Armstrong-Okoflex,https://fbref.com/en/players/ab77d10d/scout/365_m1/Armstrong-Okoflex-Scouting-Report,https://fbref.com/en/players/ab77d10d/matchlogs/2022-2023/summary/Armstrong-Okoflex-Match-Logs,Central Midfielders
30,GK,35.93698630136986,0,Darren Randolph,https://fbref.com/en/players/6385ebfb/Darren-Randolph,https://fbref.com/en/players/6385ebfb/scout/365_m1/Darren-Randolph-Scouting-Report,https://fbref.com/en/players/6385ebfb/matchlogs/2022-2023/summary/Darren-Randolph-Match-Logs,GK
31,"FW,MF",25.53972602739726,0,Nikola Vlasic,https://fbref.com/en/players/aa8e289e/Nikola-Vlasic,https://fbref.com/en/players/aa8e289e/scout/365_m1/Nikola-Vlasic-Scouting-Report,https://fbref.com/en/players/aa8e289e/matchlogs/2022-2023/summary/Nikola-Vlasic-Match-Logs,Attacking Midfielders
0,GK,30.545205479452054,30,Alisson,https://fbref.com/en/players/7a2e46a8/Alisson,https://fbref.com/en/players/7a2e46a8/scout/365_m1/Alisson-Scouting-Report,https://fbref.com/en/players/7a2e46a8/matchlogs/2022-2023/summary/Alisson-Match-Logs,GK
1,FW,30.843835616438355,29,Mohamed Salah,https://fbref.com/en/players/e342ad68/Mohamed-Salah,https://fbref.com/en/players/e342ad68/scout/365_m1/Mohamed-Salah-Scouting-Report,https://fbref.com/en/players/e342ad68/matchlogs/2022-2023/summary/Mohamed-Salah-Match-Logs,Forwards
2,DF,24.53150684931507,26,Trent Alexander Arnold,https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold,https://fbref.com/en/players/cd1acf9d/scout/365_m1/Trent-Alexander-Arnold-Scouting-Report,https://fbref.com/en/players/cd1acf9d/matchlogs/2022-2023/summary/Trent-Alexander-Arnold-Match-Logs,Defender
3,DF,31.78082191780822,25,Virgil van Dijk,https://fbref.com/en/players/e06683ca/Virgil-van-Dijk,https://fbref.com/en/players/e06683ca/scout/365_m1/Virgil-van-Dijk-Scouting-Report,https://fbref.com/en/players/e06683ca/matchlogs/2022-2023/summary/Virgil-van-Dijk-Match-Logs,Defender
4,DF,29.106849315068494,23,Andrew Robertson,https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,https://fbref.com/en/players/2e4f5f03/scout/365_m1/Andrew-Robertson-Scouting-Report,https://fbref.com/en/players/2e4f5f03/matchlogs/2022-2023/summary/Andrew-Robertson-Match-Logs,Defender
5,MF,29.487671232876714,23,Fabinho,https://fbref.com/en/players/7f3b388c/Fabinho,https://fbref.com/en/players/7f3b388c/scout/365_m1/Fabinho-Scouting-Report,https://fbref.com/en/players/7f3b388c/matchlogs/2022-2023/summary/Fabinho-Match-Logs,Central Midfielders
6,MF,32.83835616438356,18,Jordan Henderson,https://fbref.com/en/players/935e6b8f/Jordan-Henderson,https://fbref.com/en/players/935e6b8f/scout/365_m1/Jordan-Henderson-Scouting-Report,https://fbref.com/en/players/935e6b8f/matchlogs/2022-2023/summary/Jordan-Henderson-Match-Logs,Central Midfielders
7,"MF,FW",20.041095890410958,17,Harvey Elliott,https://fbref.com/en/players/c8387671/Harvey-Elliott,https://fbref.com/en/players/c8387671/scout/365_m1/Harvey-Elliott-Scouting-Report,https://fbref.com/en/players/c8387671/matchlogs/2022-2023/summary/Harvey-Elliott-Match-Logs,Attacking Midfielders
8,FW,23.81917808219178,17,Darwin Nunez,https://fbref.com/en/players/4d77b365/Darwin-Nunez,https://fbref.com/en/players/4d77b365/scout/365_m1/Darwin-Nunez-Scouting-Report,https://fbref.com/en/players/4d77b365/matchlogs/2022-2023/summary/Darwin-Nunez-Match-Logs,Forwards
9,DF,25.90684931506849,14,Joe Gomez,https://fbref.com/en/players/7a11550b/Joe-Gomez,https://fbref.com/en/players/7a11550b/scout/365_m1/Joe-Gomez-Scouting-Report,https://fbref.com/en/players/7a11550b/matchlogs/2022-2023/summary/Joe-Gomez-Match-Logs,Defender
10,MF,32.02191780821918,14,Thiago Alcantara,https://fbref.com/en/players/77e84962/Thiago-Alcantara,https://fbref.com/en/players/77e84962/scout/365_m1/Thiago-Alcantara-Scouting-Report,https://fbref.com/en/players/77e84962/matchlogs/2022-2023/summary/Thiago-Alcantara-Match-Logs,Central Midfielders
11,"FW,MF",31.545205479452054,12,Roberto Firmino,https://fbref.com/en/players/4c370d81/Roberto-Firmino,https://fbref.com/en/players/4c370d81/scout/365_m1/Roberto-Firmino-Scouting-Report,https://fbref.com/en/players/4c370d81/matchlogs/2022-2023/summary/Roberto-Firmino-Match-Logs,Attacking Midfielders
